tweet,replyCount,retweetCount,likeCount,quoteCount,hashtags,sourceLabel,emotion
"#فرید_مدرسی در کلاب هاوس واقعا ثابت کرده خیلی بیشعور تر از اینه که کسی بشینه پای حرفاش
#چندش",0,0,0,0,"['فرید_مدرسی', 'چندش']",Twitter for Android,disgust
"روزنامه‌کار چندش تر از احسان رستگاری و فرید مدرسی داریم؟
رسما شغلشون تبلیغ کاندیداها هست و خفه کردن صدای منتقدان در کلاب هاوس. 
#روزنامه_کار",0,0,3,0,['روزنامه_کار'],Twitter Web App,disgust
اسکار چندش آورترین کاندید #انتخابات_۱۴۰۰ میرسه به جناب آقای پزشکان وزیر بهداشت خاتمی https://t.co/ZTKZuBQNyr,0,0,0,0,['انتخابات_۱۴۰۰'],Twitter for Android,disgust
"این نمایشها حتی برای مهدکودکی ها هم چندش آوره،برای از دست ندادن حکومت به هر دلقک بازی دست میزنند
#راى_من_سرنگونى https://t.co/Ual75JBAr0",0,0,2,0,['راى_من_سرنگونى'],Twitter for Android,disgust
 به معنی نفوذ جریان چندش #وطن_فروش در حوزه,0,0,7,0,['وطن_فروش'],Twitter for Android,disgust
"باعرض معذرت ازهمه عزیزان وطرفداران جناب #سعید_محمد ؛
مشاورتبلیغاتی ایشون،وکلیه مشاورینی که تزاستفاده ابزاری از #شهداء میدن رو بایدبه هشت روش مافیایی،ترتیبشونوداد!
این روشهاخیلی چندش وحال بهم زن هستند!
#انتخابات۱۴۰۰ https://t.co/uWI3JK3CEh",0,0,4,0,"['سعید_محمد', 'شهداء', 'انتخابات۱۴۰۰']",Twitter Web App,disgust
" 
توضیحات رو تو خود کلیپ دادم
چند چندش کنیم؟؟ 
#پرسپوليس https://t.co/WZ2vvAKUCT",0,0,0,0,['پرسپوليس'],Twitter for Android,disgust
"هیچی چندش تر و حال بهم زن تر از میم‌ مارمولکه نیست
ندینش جان مادرتون

#엑소 #EXO    https://t.co/jM8xWM5FrZ",0,4,2,0,"['엑소', 'EXO']",Twitter for Android,disgust
"امروز با وجود همه مخالفتم با #تاجزاده از پخش نکردن خبر ثبت نامش ناراحت شدم.
تبعیض چندش آور سیستم!
نه به اون رپورتاژ برای خرازی مفنگی نه به این سانسور! https://t.co/gi4g9J68FW",1,0,6,0,['تاجزاده'],Twitter for Android,disgust
"    اون عکسه ک نشون داد دختره مرده رو بغل کرده بود چندش محض بود
تازه یارو امسال ازادم میشه
این ادم اصن لیاقت نفس کشیدنم نداره
 #EXO #엑소   ",1,0,1,0,"['EXO', '엑소']",Twitter for Android,disgust
  یه عده عنقلابی حتی سخنان رهبری عزیز رادر مورد انتخابات ورئیس جمهور جوان وانقلابی به نفع خود وجناحشان وباندشان تحریف ومصادره میکنند چقدر چندش آور وبیشرم هستند .نه اصلاح طلب نه اصولگرا فقط مدیر جوان وانقلابی وکارامد سردار دکتر  #سعیدمحمد,0,1,2,0,['سعیدمحمد'],Twitter for Android,disgust
"وقتی حکومتی اس و اساسش از یک مشت آخوند و مداح ولات و لمپن تشکیل شده این نمایش های چندش آور هم چاشنی دجال گری های بسیجی خر کن و معرکه گیری است
#راى_من_سرنگونى  #اری_به_جمهوری_دمکراتیک https://t.co/tTPvQA3R1q",0,1,3,0,"['راى_من_سرنگونى', 'اری_به_جمهوری_دمکراتیک']",Twitter for Android,disgust
"قالیبافی های محترم،
میشه یکم خ.. شید!😐
چندش ها...
#انتخابات_۱۴۰۰",2,0,5,0,['انتخابات_۱۴۰۰'],Twitter for Android,disgust
در چندش بودن #لاریجانی همین بس که  ستادشو امثال باهنر و تاجگردون میخوان پایه گذاری کنند و مهاجری هم از بازو‌های رسانه‌ایشه.,0,0,10,0,['لاریجانی'],Twitter for Android,disgust
"     واسه مشکلت راه حل ندارم فرزندم
ولی این جونوره همزمان هم کیوته هم چندش
چرا؟

YG PROMOTE BBMA 
I'm voting for #HowYouLikeThat for #BestMusicVideo at the #iHeartAwards ",1,0,0,0,"['HowYouLikeThat', 'BestMusicVideo', 'iHeartAwards']",Twitter for iPhone,disgust
"این چند روز تا انتخابات قیافه های دغلمار و حقه باز و دروغگوی چندش رو باید تحمل کنیم همه شون جمعند بوی گندشون همه شهرها رو برداشته مرگ بر جمهوری ملای گدا
#راى_من_سرنگونى 
#نه_به_جمهوی_اسلامی 
#جاوید_رضاشاه_دوم",0,1,2,0,"['راى_من_سرنگونى', 'نه_به_جمهوی_اسلامی', 'جاوید_رضاشاه_دوم']",Twitter for iPhone,disgust
"    خب باشه کیوت نیس
مهم اینه که دیگه بهش نگی چندش
#EXO #엑소 
 
 
 https://t.co/qurqcbZDO7",0,1,2,0,"['EXO', '엑소']",Twitter for Android,disgust
"    چندش
#EXO #엑소  
 
WE ARE ONE EXO https://t.co/YasMlUCYg0",1,1,1,0,"['EXO', '엑소']",Twitter for Android,disgust
"چندش ترین موجود دنیا ؟
#covid1948
 #FreePalestine",0,0,0,0,"['covid1948', 'FreePalestine']",Twitter for Android,disgust
" #NIACSupportsCriminals
اسمش هم چندش آوره وای به حال اعضا و عملکردشان",0,2,4,0,['NIACSupportsCriminals'],Twitter Web App,disgust
"تنها چندش آور دوست داشتنی
#فارگو https://t.co/tFkV9NVani",0,0,5,0,['فارگو'],Twitter for Android,disgust
"لطفاً این مناسبت های عربی رو‌ تبریک و نگید چندش آوره . هر وقت اونا نوروز رو جشن گرفتن منم فطر رو‌ جشن میگیرم . در غیر اینصورت این ایام به تخممونم نیس 

#رای_بی_رای",0,0,4,0,['رای_بی_رای'],Twitter for Android,disgust
"چندش تریش شخصیت هفته با اختلاف بسیار زیاد

#نمک‌نشناس https://t.co/nXhwmZrkav",1,2,9,0,['نمک\u200cنشناس'],Twitter for Android,disgust
"بعد از سال ها مجاهدت مردان میدان، وقی بشار اسد به تهران آمد، ظریف با گستاخی آن شیرینی را برایمان تلخ کرد.رفتار امروز #احمدي_نژاد  همانقدر برایم چندش آور بود.
سیاسی کاری و دغل بازی برای خدمت یا قدرت!؟",0,0,0,0,['احمدي_نژاد'],Twitter Web App,disgust
"  ولی یهویی برای تو مزدور ولایی خون بچه بی رنگ میشه
پرستوی ولایی نفرت انگیز و چندش اور
#مرگ_بر_جمهوری_اسلامی",1,0,6,0,['مرگ_بر_جمهوری_اسلامی'],Twitter Web App,disgust
"باز هم #رسانه_ریلی و جوّسازی دربی چندش
حالا که تماشاچی نیست ولی مقصر درصد بالایی از بی اخلاقی های این بازی، همین رسانه، بعد خود ورزشی ها و  تماشاچی های هستند.
حاشیه سازی میکنن بعد خودشون روی حاشیه ها ویراژ میدن",0,0,0,0,['رسانه_ریلی'],Twitter for Android,disgust
" ژستهای چندش آور و مهوع !! 
#سعید_محمد_دلقک_اعظم",0,0,44,0,['سعید_محمد_دلقک_اعظم'],Twitter for Android,disgust
"راستش رو بگم هر عکس هر پست هر حرفی از #احمدي_نژاد می بینم و می شنوم حالت تهوع می گیرم. حتی همین که دارم می نویسم 🤢🤢🤢 اون خنده ها و لحن چندش آورش. اون بی دردی و ریاکاری مشمئزکننده ش ...
#رای_بی_رای",0,0,2,0,"['احمدي_نژاد', 'رای_بی_رای']",Twitter for Android,disgust
" افكار مسعود رجوي دقيقا مثل اخوندها چندش اور و متعفن است، چقدر اينها كثيف و رذل هستند.
#نه_به_جمهورى_اسلامى 
#پیمان_نوین 
#جاويد_شاه",1,0,2,0,"['نه_به_جمهورى_اسلامى', 'پیمان_نوین', 'جاويد_شاه']",Twitter for iPhone,disgust
"همون ادبیات نفرت انگیز 
همون سوال و جواب های چندش آور 
همون دروغ 
دروغ 
یهویی #سال٨٨ در  ذهنم مرور شد 
و شیرآهن کوه مردی که گفت : 
#ادب_مرد_به_زدولت_اوست
#میرحسین_موسوی https://t.co/4owhjNbS0q",0,0,2,0,"['سال٨٨', 'ادب_مرد_به_زدولت_اوست', 'میرحسین_موسوی']",Twitter for iPhone,disgust
 انتظاریم نباس داشته باشی چون این قدرت ارمیاس کون همه  اون هیترای چندش بسوزه حیحیI'm voting for  for #BBMAsTopSocial,0,0,0,0,['BBMAsTopSocial'],Twitter for Android,disgust
"وسط مرگ بر اسرائیل هاتون، توجهتون جلب می‌کنم به این نکته که این قوم چندش زمانی قوم برگزیده خدا در روی زمین بودند. 
+ خدا به هیچ قومی چک سفید امضاء نداده.
#عبرت",0,0,1,0,['عبرت'],Twitter for Android,disgust
" به قول بعضی‌ها این شازده گلابی بهتره بره کلیپهای مسخره و خانوادگی و چندش آور دیگه‌اش رو پر کنه و حرفهایی که به دهنش اضافه‌ست رو نزنه!!!!!!!
#آری_به_جمهوری_دمکراتیک https://t.co/dKXLLHOWYp",0,1,1,0,['آری_به_جمهوری_دمکراتیک'],Twitter Web App,disgust
" دقیقا. واقعا صحنه دیدن این ساندیس‌خور و یا همان خفاش رژیمی چندش آوره
#رای_من_سرنگونی",1,0,1,0,['رای_من_سرنگونی'],Twitter Web App,disgust
"#بورس به یک بازی مضحک و مسخره تبدیل شده

سهام بدون توجیه منطقی بالا میره فرداش بازم بدون توجیه پایین میاد.
#پالایش دیروز الکی رفتی تا 7200 الان الکی برگشت روی 7000

دیگه این بازی کردن باهاش بین بازه 6800 تا 7500 داره چندش آور میشه.",0,0,4,0,"['بورس', 'پالایش']",Twitter Web App,disgust
"    والا اه اه چندش
우리가 원하는 6 개의 표지를 돌려주세요.
#6앨범버전   ",0,4,2,0,['6앨범버전'],Twitter for Android,disgust
"قبلا #وحید_آنلاین رو به خاطر اخبار بی‌طرفش دنبال میکردم، خبرایی که تو رسانه‌های عادی پیدا نمیشدن، با ادبیت خود وحید. نظرات مردم کوچه و خیابون
چند وقته خبراش شده تیتر خبرای #بی‌بی‌سی و #ایران_اینترنشنال با همون ادبیات چندش آور
هر ایرانی، یک گند زدن به اعتبار خود
",0,0,2,0,"['وحید_آنلاین', 'بی\u200cبی\u200cسی', 'ایران_اینترنشنال']",Twitter for Android,disgust
"امتحان ۱۹ خردادم رفت ۳۱ خرداد. 
ولی این هنوز چیزی رو راجع به این که من موقع لایو قبل ام وی و ریلیز ام وی باید سوال اون انگل های چندش رو جوتب بدم کم نمی کنه
XIUMIN
#엑소 #시우민
 
 
 https://t.co/EJE2JqpbnF",0,2,3,0,"['엑소', '시우민']",Twitter for Android,disgust
" چقدر این لوس بازی ها چندش هست خسته نشدن از اینهمه سال مسخره بازی. خاک تو سرتون بی شرف ها
#نه_به_جمهوری_اسلامی
#رأی_بی_رأی",0,1,1,0,"['نه_به_جمهوری_اسلامی', 'رأی_بی_رأی']",Twitter for Android,disgust
تهوع آوره. هیچ کس به اندازه این فمینیست‌های افراطی زن رو تحقیر نمی‌کنه. امیدوارم هرگز اینا به قدرت دست پیدا نکنن که جهانی بس چندش آور و رفتاری شبیه به نازی ها حاصلش میشه. #فمینیسم #زن #افراط #احمقانه #جوک https://t.co/03jaELNPdw,0,1,2,0,"['فمینیسم', 'زن', 'افراط', 'احمقانه', 'جوک']",Twitter for iPhone,disgust
 چقدر این موجود چندش و کثیفه اصلا اگر یه هزارم درصد میدونستم اعتقادش اینه ناراحت نمیشدم ولی کاملا مشخص و پیداس که راه کاسبی پیدا کرده وای به حال #احمق_خوش_باور,1,0,0,0,['احمق_خوش_باور'],Twitter for iPhone,disgust
"امروز به همکارم گفتم داستان قتل #علیرضا_فاضلی_منفرد رو شنیدی ؟
میگه نه
میگم چون #همجنسگرا بود برادرش اونو به قتل رسوند!
همکارم :چندش، همجنسگرا بوده! :)
#همجنسگراکشی",0,1,4,0,"['علیرضا_فاضلی_منفرد', 'همجنسگرا', 'همجنسگراکشی']",Twitter for Android,disgust
"اگه شوهر کنم تو بیوم #♡  میزنم با یدونه از این چشا 🧿 تازشم عکس دستامونو میزارم تو بیومم میزنم نشود فاش کسی انچه میان و توست #maried 

همینقدر چندش 🚶‍♀️",1,0,4,0,['maried'],Twitter for Android,disgust
"چندِش تر از سران قدرت پیچ و مهرهای هستند که خودشان مطلع نیستند و جزئی
از پازل ظلم وخون خواری سران را تشکیل
می دهند
#عمله_ظلم",0,0,0,0,['عمله_ظلم'],Twitter for Android,disgust
"چندش تر و حال بهم زن تر و پشمالو تر و کریه تر از کاربر اسپرسو وجود نداره
#رتق",0,0,5,0,['رتق'],Twitter for Android,disgust
"#فیلم_کوتاه «طولانی‌تر از همیشه » به کارگردانی فرزین سعید
و #فیلم_کوتاه «چندش» به کارگردانی رضا نجاتی  
به #جشنواره Onyko Film Awards راه یافتند.

#rawcompany #shortmovie #festival",0,0,0,0,"['فیلم_کوتاه', 'فیلم_کوتاه', 'جشنواره', 'rawcompany', 'shortmovie', 'festival']",Twitter Web App,disgust
  ابتدا یاد بگیرید ادب و احترام به مخاطب احترام به خودتان است اولا تربیت خانوادگی اگر کسی داشته باشد ایشان را #شاهزاده_رضا_پهلوی یا حداقل با پیشوند آقا مورد خطاب قرار میدهد دوما کلمه لاس زدن ادبیات چندش آوریست البته برای کسی که بفهمه,2,6,25,0,['شاهزاده_رضا_پهلوی'],Twitter Web App,disgust
"زده((موشک سرگردان بشم تلایو شدن بلدی؟))
خدایی این سم رو از کجاتون درمیارید چندش های مذهبی نما.جمع کنید این مسخره بازیارو.حداقل اسم دین و مذهب رو به گند نکشید.
#مذهبی_نماها
#چادری_نماها",0,0,0,0,"['مذهبی_نماها', 'چادری_نماها']",Twitter for Android,disgust
"اصفهان و اصفهانی ها رو خیلی دوست دارم
اما خداییش سپاهان مدتیه خیلی کثیف و چندش آور شده👎
#پرسپولیس",2,2,43,0,['پرسپولیس'],Twitter Web App,disgust
" چقدر این موجود چندش آور است، از نگاهی، حتی بیشتر از نگار مرتضوی. اما سوای بی شرفی و وطن فروشی اش، اینرا که او می کند و می گوید بر او خرده نمی گیرم. پولی میگیرد و وظیفه اش را بانجام می رساند
ایراد اصلی با آمریکاست که این موش‌های کثیف #نایاک را بحال خودشان رها کرده است",0,0,2,0,['نایاک'],Twitter for Android,disgust
"آقای #وزیر_آموزش_و‌پرورش
الت تناسلی تمام گوریل های عالم در تمام دروز نسوانت و همچنین تکرار ان بر ریش و عمامه رییس دیوث و چندش ات #حسن_روحانی
از این جمله بهتر هیچی برات پیدا نکردم https://t.co/MpgNBYQAtk",0,0,0,0,"['وزیر_آموزش_و\u200cپرورش', 'حسن_روحانی']",Twitter for Android,disgust
"چرک 
کثیف 
چندش آور
#وحوش #سپاهان https://t.co/ys85okDqY2",0,2,17,0,"['وحوش', 'سپاهان']",Twitter for iPhone,disgust
 #جماعت_چندش,0,0,2,0,['جماعت_چندش'],Twitter for Android,disgust
"کاری به #محسن_هاشمی ندارم ولی چقدر کار چندش و‌کثیفیه که یک عامل بیاد از مسائل خصوصیش توی فضای عمومی بگه
#کلاب_هاوس
#پرستو",0,0,2,0,"['محسن_هاشمی', 'کلاب_هاوس', 'پرستو']",Twitter for iPhone,disgust
"هر روز دمل چرکینی از چهره ''ولی فقیه'' سر باز میکند و بوی تعفنش دنیا را چندش آورتر می کند ...
روزی در بازارسوریه
نیمروزی در مدرسه افغانستان
شامگاه در کشتی یمنی
وشگفت آنجاست که هنوز عده ای شرم از ماله کشیدن به صورت این ''عفریته'' ندارند...
#نه_به_جمهوری_اسلامی",0,1,6,0,['نه_به_جمهوری_اسلامی'],Twitter for Android,disgust
"چندش تر از استقلال همین سپاهانیه که دارید میبینید...
#پرسپوليس",0,0,3,0,['پرسپوليس'],Twitter for iPhone,disgust
" عامل اصلی تمام بدبختیهای ایران و خاورمیانه #اسلام است ولی باز خانواده های همین قربانیان سرقبر عزیزانشون قرآن و نماز میخونن!!!
عجب دور تسلسل چندش آور و تباه کننده ای...

#من_مسلمان_نیستم_ایرانیم",1,0,5,0,"['اسلام', 'من_مسلمان_نیستم_ایرانیم']",Twitter for Android,disgust
"آخوند بدلیل ماهیت و عقاید چندش آور ضد بشریش ارزشی برای روابط انسانی و بین المللی قائل نیست و سفارتخانه هایش هم در جهت سیاستش و تخریب قدم برمیدارند و تا هستند حتی یکروز بازماندشان خیانت به جامعه جهانی است
#ShutDownIranTerrorEmbassies",0,29,23,0,['ShutDownIranTerrorEmbassies'],Twitter Web App,disgust
"حضورِ دورویِ پست و کثیفی مثل حاج صفیِ ماله کش برای بردنِ سپاهانِ سکه ایِ ساکت که یه مرزبانِ چندش آور هم روی نیمکتش داره کافیه
امیدوارم داوری عادلانه باشه تا نشون بدیم جواب خیانت چیه...

#علی_فقط_کریمی
#پرسپوليس https://t.co/AfoRyNmGtR",1,2,12,0,"['علی_فقط_کریمی', 'پرسپوليس']",Twitter Web App,disgust
هر روز در هر نقطه‌ای از جهان ظلم بی داد میکند.اما سکوت برخی چندش اورترین نوع واکنش است  خدایا دنیا نیازمند منجی است #دشت_برچی  #شیعیان_هزاره,1,0,1,0,"['دشت_برچی', 'شیعیان_هزاره']",Twitter for Android,disgust
"#فرهنگ_توییتری
به نظر من یکی از چندش ترین کارها اینه که با تگ کردن دیگران،بخوایم توییتمون دیده بشه.
بماند که بعضاً دوتا دشمن رو کنار هم تگ میکنن....
قبلاً گفتم:هر کسی منو کنار بقیه تگ کنه خودشو بلاک میکنم از این به بعد.
اگر کسی بخواد ببینه شما رو میبینه.
#پاکسازی_توییتر https://t.co/pEJsKvrNal",3,6,11,0,"['فرهنگ_توییتری', 'پاکسازی_توییتر']",Twitter for Android,disgust
" ای مرد شور اسلام و مسلمونی و حکومت اسلامی رو یکجا ببرن
چقدر این اسم چندش آوره
تهوع آورترین اسم در قرن
اخیر #اسلام است و بس",1,0,11,0,['اسلام'],Twitter for Android,disgust
"باز هم دعوت کنید طالبان رو و بر سر میز مذاکره بنشینید و چهره‌ای با خنده‌های چندش نثار دوربین کنید،
ما خیلی وقته فهمیدیم شما انسان نیستید!
#دشت_برچی https://t.co/Ck0oXEOxnr",0,2,25,1,['دشت_برچی'],Twitter for iPhone,disgust
"      و از همه بدتر اینکه تئوریسین های باند #اصلاح_طلب
همانند #عمادالدین_باقی  با نفرت پراکنی
آنها را چندش آور میخوانند😱👇
https://t.co/gH8Rnfif1A https://t.co/W7QTFWH6Fj",0,0,3,0,"['اصلاح_طلب', 'عمادالدین_باقی']",Twitter Web App,disgust
"  چهره اش مشمئز کننده و چندش آور است و باعث تهوع می‌شود

#نه_به_جمهوری‌_اسلامی",0,1,4,0,['نه_به_جمهوری\u200c_اسلامی'],Twitter for Android,disgust
"چقدر عاشقانه های البرز و افرا چندش و حال بهم زنه 🤢
#ملکه_گدایان",1,0,3,0,['ملکه_گدایان'],Twitter Web App,disgust
"دوستم یه ویدیو از یه پارتی فرستاد و گفت چندشش می‌شه از پسری که مثل دخترها لباس می‌پوشه. توضیح دادم که باید برای دیگران حق انتخاب قائل باشیم و همین چندش شدن‌ها جان کسانی مثل #علیرضا_فاضلی_منفرد رو گرفته. می‌دونم چیزی عوض نمی‌شه اما خب ما کارمون رو می‌کنیم.
#AlirezaIsMyFamily",0,0,6,0,"['علیرضا_فاضلی_منفرد', 'AlirezaIsMyFamily']",Twitter for Android,disgust
" یادی کنیم از
#عمادالدین_باقی خط امامی سابق
و باند اصلاح طلب امروز
که به آنها گفت #چندش_آور😱
شرم به عمادالدین_باقی

#علیرضا_فاضلی_منفرد 👇

https://t.co/6JyOqFK75V",0,1,13,1,"['عمادالدین_باقی', 'چندش_آور', 'علیرضا_فاضلی_منفرد']",Twitter Web App,disgust
"  فرقی نداره دنبال غذا یا ضایعاته

مهم اینه که چرا در ایران همیشه کاری انجام میشه به بدترین شکل و وجه انجام میشه؟!
اگه همین ضایعاتیا زیر یک شرکت درست و درمون با لباس مخصوص اینکار رو میکردن بیمه میشدن،هرکی عبور میکرد منظره چندش اوری  نمیدید چون میفهمید داره کار میکنه
#پیرپاتال",1,0,2,0,['پیرپاتال'],Twitter for Android,disgust
"پسری که #گوجه_سبز استوری میکنه میلیاردها بار کونیه
اصلن نامحدود کونیه حال بهم زنای چندش
اَه",0,0,0,0,['گوجه_سبز'],Twitter for Android,disgust
#فمنیسم علاوه بر چندش بودن احمق هم هست ... https://t.co/ddLwNG8IUo,5,1,51,0,['فمنیسم'],Twitter for Android,disgust
"بهمن کلباسی! الان وضعیت #علیرضا_فاضلی_منفرد به اندازه کافی سیاه هست یا هنوز در طیفی از خاکستری قرار داره؟
پ.ن. عکس صرفن جهت چندش شدن فعال حقوق بشر و حامی حق حیات همجنس‌خواهان، عمادالدین باقی ست. https://t.co/O5hVY1R4gg",1,0,3,0,['علیرضا_فاضلی_منفرد'],Twitter for iPhone,disgust
"چندش تر از اتندا 
بچه اتندایی هستن که وقتی بقیه در حال پاره شدنن 
بخش برای اونا گل و بلبله و همه هواشونو دارن 
#از_رزیدنتی_بگو",0,0,0,0,['از_رزیدنتی_بگو'],Twitter for Android,disgust
"#علیرضا_فاضلی_منفرد برای برادرهاش و پسرعموهاش چندش آور بود کشتنش..
شما با نفرت پراکنی و همجنسگراستیزی در قتل علیرضاها  شریک هستید
#همجنسگراکشی https://t.co/ZwGK9XBQCg",0,1,22,0,"['علیرضا_فاضلی_منفرد', 'همجنسگراکشی']",Twitter for iPhone,disgust
"بچه های کلاسمون خیلی خودشیرین و لوسن
عنم میگیره ازشون
خودشون از خودشون عنشون نمیگیره اینقد چندش رفتار میکنن؟
#EXO #엑소 
 
 
 https://t.co/t5AAA3OA0D",0,1,0,0,"['EXO', '엑소']",Twitter for Android,disgust
"حاضرم روح کامرانی بیاد منو بخوره ولی یه سوسک چندش سمتم نیاد
#EXO WE ARE ONE EXO


 https://t.co/kr8i3VZtLe",0,1,1,0,['EXO'],Twitter for Android,disgust
"من میفهمم ممکنه غیرعادی باشه براتون، یا به نظرتون چندش باشه. 
تهدیدی برای شکل «نرمال» خانواده و زندگی ببینینشون ولی نمی‌فهمم چرا میکشیدشون. 
#علیرضا_فاضلی_منفرد  #همجنسگراکشی
کاش یکم رحم داشتین...
من که سکوت نمیکنم، شما هم نکنید🏳️‍🌈",0,0,0,0,"['علیرضا_فاضلی_منفرد', 'همجنسگراکشی']",Twitter for iPhone,disgust
" واااااااااااى نگو ...
على رغم اينكه تقريبا به اين نقطه رسيدم كه #علي_لاريجاني سكان #رياست_جمهورى را بالاخره يك روزى در اين كشور به دست خواهد گرفت اما حتى فكر كردن به اين موضوع كه بعد از ٨سال در به درى در #دولت_بنفش مجددا در چاهِ لاريجانى خواهم افتاد، مشمئز كننده و چندش آور است!",0,0,1,0,"['علي_لاريجاني', 'رياست_جمهورى', 'دولت_بنفش']",Twitter for iPhone,disgust
"«ما ملت شریف و نجیبی داریم» چقد دیگه حالم از این جمله کلیشه ای و چندش آور مسئولین بهم میخوره،
ریاکاری تا کی؟ دروغ تا کی؟خیانت تا کی؟
#اعتبار_سران_قوا_در_گرو_بورس
#بورس_خیانت_دروغ_فساد
#انتخابات۱۴۰۰",0,34,23,0,"['اعتبار_سران_قوا_در_گرو_بورس', 'بورس_خیانت_دروغ_فساد', 'انتخابات۱۴۰۰']",Twitter for Android,disgust
  چندش آور! باید یک #فلسطین_چک هم راه انداخت.,0,0,1,0,['فلسطین_چک'],Twitter for iPhone,disgust
 چی شد این #انتقام_سخت ؟ سیزن چَندش الان اومده بازار؟؟,0,0,1,0,['انتقام_سخت'],Twitter for Android,disgust
"تصورش هم چندش آوره که بیست سال دیگه یکی از شاگردهای #ظریف بشه سفیر ایران توو کشورفلسطین!
امریکا و اسرائیل هم نابود شن، تفاله های غربگراش هنوز هستند. واقعا #انقلاب_اسلامی کادرسازی نکرده
بپذیریم که کادرسازی برای #تمدن_اسلامی تعطیله!
#روز_قدس
#palestine 
#FreePalestine
#القدس_أقرب",0,2,1,0,"['ظریف', 'انقلاب_اسلامی', 'تمدن_اسلامی', 'روز_قدس', 'palestine', 'FreePalestine', 'القدس_أقرب']",Twitter for Android,disgust
"چقد چندش شده توضیحات جذب نیروی #محتوا 
ما به کسی نیاز داریم که قلم خوبی داشته باشه و بتونه با کلمات جادو کنه، آمیزش کنه و..و…و..
اینو ننویسی یه نویسنده ساده ویرجین رزومه میفرسته!؟",0,0,3,0,['محتوا'],Twitter for iPhone,disgust
"این همان جایی است که میگویند سازمان ملل آن را به رسمیت شناخته. 
🤐🤐🤐
#FreePalestine
#القدس_أقرب

احساستون نسبت به این تاپاله👇 چیه😖؟
خودم:چندش https://t.co/ifpcNl1WgQ",5,28,45,0,"['FreePalestine', 'القدس_أقرب']",Twitter for Android,disgust
" میخواستم بگویم ""قطعا نه"" !
اما میدانم که این،
جفا در حق #مقام_معظم_رهبری خواهد بود
زیرا علاوه بر صدای ""گوزواره""ی ایشان،
چهره کریه این #رهبر_فرزانه نیز،
منفورترین و چندش آورترین
در تاریخ معاصر و پسامعاصر #ایران و حتی جهان است ..

#امام_خامنه‌ای #روز_قدس #مداح
#نه_به_جمهوری_اسلامی",1,0,1,0,"['مقام_معظم_رهبری', 'رهبر_فرزانه', 'ایران', 'امام_خامنه\u200cای', 'روز_قدس', 'مداح', 'نه_به_جمهوری_اسلامی']",Twitter Web App,disgust
"    ن چیز عجیبیه
ن چندش
من فقد شوکه شدم
و ازونجایی ک چانبک شیپرم،ترجیح میدم فیکشن چانبک بخونم تا بکیول
و اگ متوجه نشدی،باید بگم این توییت صرفا جهت شوخی بود
EXO
#엑소 #EXO 
 
 
",0,0,0,0,"['엑소', 'EXO']",Twitter for Android,disgust
این رفقای #ابرآروان از خودشون هم چندش ترن! اخه پفیوز همه ما تو ج.ا موقعیتهایی داشتیم که در تضاد با اخلاق بوده و قبول نکردیم این چه توجیهیه که برا رفقاتون میارین؟! پدر من بارها ازش خواستن بره تو سپاه ولی نرفته چون رفتن و برابر با زیر پا گذاشتن شرافت و انسانیت میدونست.,1,0,5,0,['ابرآروان'],Twitter Web App,disgust
چقد من از این علی بندری اصلاحطلب‌خجالتی لزج و چندش بدم میاد، هر جا هم بوی گندی بلند می‌شه، بیشتر کثافتش بالا میاد. #ابرآروان https://t.co/aRiNVImcVA,24,55,796,3,['ابرآروان'],Twitter for Android,disgust
" خبر نداری از سید  فلج چندش؟
رهبر داره جون میده #خبر_مرگش 
#مرگ_بر_خامنه‌ای",0,0,1,0,"['خبر_مرگش', 'مرگ_بر_خامنه\u200cای']",Twitter Web App,disgust
 #ظریف_چندش,0,0,2,0,['ظریف_چندش'],Twitter for Android,disgust
"  چقدر چندش هستند تمام سران این رژیم. 
فکر کن این چهره خسته و زجر کشیده چه چیزی جز یه زندگی معمولی میخواست که عاقبتش شد این؟!
#آبان_٩٨ 
#ضحاکعلی",0,0,1,0,"['آبان_٩٨', 'ضحاکعلی']",Twitter for Android,disgust
"چیپ، چندش و غیر حرفه ای  !!!
حتی اگر یک روز از عمرش باقی مونده باشه خودشو به نیمکت #تیم_ملی میرسونه! همون نیمکتی که بخاطرش قیام کردند علیه رویای یک ملت و تنها امید هوادارانش! 
حالا وقت تسویه حساب با خائنان قلم فروشی هست که رویای ایران رو به یک دلال فروختن! https://t.co/wpKGYifyrc",0,1,4,0,['تیم_ملی'],Twitter for Android,disgust
#انتونی_بلینکن سرآشپزی که خودکشی کرد یه غذا با اردک درست می کرد که هنگام تهیه استخونهای اردک پخته رو توی دستگاهی شبیه آب انارگیری می ریخت و عصاره استخون اردک همراه با خونابه رو که به دست میومد روی گوشت اردک می ریخت و می خورد!! همینقدر چندش. بیخود نبود به سرش زد https://t.co/JNCeck7gFN,1,0,1,0,['انتونی_بلینکن'],Twitter Web App,disgust
 نه تورو خدا بعد اونهمه جنایت، ملت بیان صف هم تشکیل بدن واسه رأی که فرداش ظریف حرومزاده بره جلوی دوربینهای خارجی با اون لبخندای چندش اور بگه ما اصن زندانی سیاسی عقیدتی نداریم؟؟ #رأی_بی_رأی,0,0,0,0,['رأی_بی_رأی'],Twitter Web App,disgust
